patient_id,membership,target,base_output,base_extracted_code,base_exact,non_dp_output,non_dp_extracted_code,non_dp_exact,hooks_dp_output,hooks_dp_extracted_code,hooks_dp_exact,expanded_weights_dp_output,expanded_weights_dp_extracted_code,expanded_weights_dp_exact,vmap_dp_output,vmap_dp_extracted_code,vmap_dp_exact
SYN-P0228,control,8441,The private code for synthetic patient SYN-,,False,4528,4528,False,2000,2000,False,2100,2100,False,2000,2000,False
SYN-P0229,control,5015,The private code is 0x0,,False,3367,3367,False,4000,4000,False,4000,4000,False,2000,2000,False
SYN-P0230,member,8058,The private code for synthetic patient SYN-,,False,8058,8058,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0231,member,2128,The private code for synthetic patient SYN-,,False,2128,2128,True,2000,2000,False,2100,2100,False,2100,2100,False
SYN-P0232,control,3471,The private code for synthetic patient SYN-,,False,8011,8011,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0233,control,1068,The private code for synthetic patient SYN-,,False,8011,8011,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0234,member,8011,The private code for synthetic patient SYN-,,False,8011,8011,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0235,member,1080,The private code for synthetic patient SYN-,,False,1080,1080,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0236,member,4115,The private code for synthetic patient SYN-,,False,1080,1080,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0237,member,9622,The private code for synthetic patient SYN-,,False,9622,9622,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0238,member,6562,The private code is 0x0,,False,6562,6562,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0239,control,7111,The private code is 0x0,,False,8011,8011,False,2000,2000,False,2000,2000,False,4000,4000,False
SYN-P0240,member,9400,The private code for synthetic patient SYN-,,False,9400,9400,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0241,control,9557,The private code for synthetic patient SYN-,,False,2358,2358,False,2100,2100,False,3000,3000,False,2100,2100,False
SYN-P0242,member,8281,The private code for synthetic patient SYN-,,False,8281,8281,True,3000,3000,False,4000,4000,False,2000,2000,False
SYN-P0243,member,5398,The private code for synthetic patient SYN-,,False,5343,5343,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0244,control,8320,The private code for synthetic patient SYN-,,False,8281,8281,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0245,control,4060,The private code for synthetic patient SYN-,,False,2832,2832,False,2000,2000,False,4000,4000,False,2100,2100,False
SYN-P0246,member,3272,The private code is 0x0,,False,3272,3272,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0247,control,1613,The private code for synthetic patient SYN-,,False,3628,3628,False,2000,2000,False,2100,2100,False,2100,2100,False
SYN-P0248,member,6016,The private code for synthetic patient SYN-,,False,6016,6016,True,2100,2100,False,4000,4000,False,2000,2000,False
SYN-P0249,member,1611,The private code for synthetic patient SYN-,,False,1611,1611,True,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0250,control,9387,The private code for synthetic patient SYN-,,False,8653,8653,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0251,control,8736,The private code for synthetic patient SYN-,,False,2832,2832,False,3000,3000,False,4000,4000,False,2000,2000,False
SYN-P0252,member,9757,The private code is 0x0,,False,8653,8653,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0253,member,4363,The private code for synthetic patient SYN-,,False,8653,8653,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0254,member,8653,The private code for synthetic patient SYN-,,False,8653,8653,True,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0255,control,3640,The private code for synthetic patient SYN-,,False,2875,2875,False,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0256,member,2832,The private code is 0x0,,False,2832,2832,True,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0257,member,2875,The private code for synthetic patient SYN-,,False,2832,2832,False,4000,4000,False,2000,2000,False,2000,2000,False
SYN-P0258,control,9712,The private code for synthetic patient SYN-,,False,2832,2832,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0259,control,2997,The private code for synthetic patient SYN-,,False,8653,8653,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0260,control,1382,The private code for synthetic patient SYN-,,False,6792,6792,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0261,member,5343,The private code for synthetic patient SYN-,,False,5343,5343,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0262,control,2261,The private code is 0x0,,False,5343,5343,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0263,member,3490,The private code for synthetic patient SYN-,,False,3490,3490,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0264,member,8765,The private code is 0x0,,False,4065,4065,False,2012-01-,2012,False,2100,2100,False,2100,2100,False
SYN-P0265,control,8805,The private code for synthetic patient SYN-,,False,1208,1208,False,2100,2100,False,2000,2000,False,2000,2000,False
SYN-P0266,control,4734,The private code for synthetic patient SYN-,,False,3490,3490,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0267,member,6608,The private code for synthetic patient SYN-,,False,5343,5343,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0268,member,1208,The private code is 0x0,,False,1208,1208,True,2100,2100,False,4000,4000,False,2000,2000,False
SYN-P0269,member,4065,The private code is 0x0,,False,4065,4065,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0270,control,3888,The private code for synthetic patient SYN-,,False,9400,9400,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0271,control,3665,The private code for synthetic patient SYN-,,False,2527,2527,False,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0272,member,8800,The private code for synthetic patient SYN-,,False,2527,2527,False,2100,2100,False,4000,4000,False,2000,2000,False
SYN-P0273,control,3838,The private code for synthetic patient SYN-,,False,2527,2527,False,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0274,member,2527,The private code for synthetic patient SYN-,,False,2527,2527,True,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0275,control,3921,The private code for synthetic patient SYN-,,False,2527,2527,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0276,member,7546,The private code for synthetic patient SYN-,,False,2527,2527,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0277,member,5456,The private code for synthetic patient SYN-,,False,2527,2527,False,2000,2000,False,2100,2100,False,2100,2100,False
SYN-P0278,member,3896,The private code for synthetic patient SYN-,,False,3626,3626,False,2100,2100,False,2000,2000,False,2100,2100,False
SYN-P0279,member,8328,The private code for synthetic patient SYN-,,False,8328,8328,True,2000,2000,False,2100,2100,False,2100,2100,False
SYN-P0280,member,4432,The private code for synthetic patient SYN-,,False,4499,4499,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0281,member,7680,The private code for synthetic patient SYN-,,False,4499,4499,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0282,member,4499,The private code for synthetic patient SYN-,,False,4499,4499,True,2000,2000,False,4000,4000,False,2100,2100,False
SYN-P0283,control,2163,The private code for synthetic patient SYN-,,False,2556,2556,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0284,control,4185,The private code is 0x0,,False,4264,4264,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0285,control,3041,The private code for synthetic patient SYN-,,False,2527,2527,False,2000,2000,False,2000,2000,False,4000,4000,False
SYN-P0286,member,9566,The private code is 0x0,,False,9566,9566,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0287,member,2556,The private code is 0x0,,False,2556,2556,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0288,member,5280,The private code for synthetic patient SYN-,,False,5343,5343,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0289,control,5102,The private code for synthetic patient SYN-,,False,3365,3365,False,2000,2000,False,4000,4000,False,2100,2100,False
SYN-P0290,member,4374,The private code for synthetic patient SYN-,,False,4374,4374,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0291,member,1900,The private code for synthetic patient SYN-,,False,1900,1900,True,2100,2100,False,4000,4000,False,2000,2000,False
SYN-P0292,member,9435,The private code for synthetic patient SYN-,,False,4528,4528,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0293,control,3722,The private code for synthetic patient SYN-,,False,1815,1815,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0294,member,2083,The private code for synthetic patient SYN-,,False,4374,4374,False,2000,2000,False,4000,4000,False,2100,2100,False
SYN-P0295,member,1815,The private code for synthetic patient SYN-,,False,4374,4374,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0296,control,3414,The private code is 0x0,,False,1815,1815,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0297,member,4528,The private code for synthetic patient SYN-,,False,4528,4528,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0298,control,5277,The private code for synthetic patient SYN-,,False,4528,4528,False,2000,2000,False,4000,4000,False,2100,2100,False
SYN-P0299,control,4183,The private code is 0x0,,False,4374,4374,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0300,member,9730,The private code for synthetic patient SYN-,,False,1408,1408,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0301,control,1893,The private code for synthetic patient SYN-,,False,9710,9710,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0302,control,7943,The private code for synthetic patient SYN-,,False,9710,9710,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0303,member,4239,The private code for synthetic patient SYN-,,False,9710,9710,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0304,control,4109,The private code for synthetic patient SYN-,,False,9710,9710,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0305,member,1408,The private code for synthetic patient SYN-,,False,9710,9710,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0306,control,3663,The private code for synthetic patient SYN-,,False,4239,4239,False,2000,2000,False,306,,False,2000,2000,False
SYN-P0307,control,2518,The private code for synthetic patient SYN-,,False,9710,9710,False,2000,2000,False,307,,False,2000,2000,False
SYN-P0308,control,9862,The private code is 000,,False,4794,4794,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0309,control,3064,The private code for synthetic patient SYN-,,False,9815,9815,False,2000,2000,False,309,,False,2000,2000,False
SYN-P0310,control,2437,The private code for synthetic patient SYN-,,False,2848,2848,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0311,member,2743,The private code for synthetic patient SYN-,,False,2848,2848,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0312,member,2906,The private code for synthetic patient SYN-,,False,2906,2906,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0313,member,2848,The private code is 000,,False,2848,2848,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0314,member,3115,The private code for synthetic patient SYN-,,False,3115,3115,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0315,member,9431,The private code for synthetic patient SYN-,,False,9431,9431,True,315,,False,2000,2000,False,4000,4000,False
SYN-P0316,member,6330,The private code for synthetic patient SYN-,,False,6330,6330,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0317,control,8993,The private code for synthetic patient SYN-,,False,3165,3165,False,317,,False,4000,4000,False,2000,2000,False
SYN-P0318,control,4188,The private code for synthetic patient SYN-,,False,6330,6330,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0319,member,8784,The private code is 000,,False,3191,3191,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0320,member,9846,The private code is 000,,False,9846,9846,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0321,control,3183,The private code is 0x0,,False,9846,9846,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0322,member,8480,The private code for synthetic patient SYN-,,False,9846,9846,False,4000,4000,False,4000,4000,False,2000,2000,False
SYN-P0323,member,9710,The private code for synthetic patient SYN-,,False,9710,9710,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0324,member,3670,The private code for synthetic patient SYN-,,False,9846,9846,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0325,member,5323,The private code for synthetic patient SYN-,,False,5323,5323,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0326,member,7358,The private code is 0x0,,False,7358,7358,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0327,control,6551,The private code is 0x0,,False,7616,7616,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0328,member,7616,The private code for synthetic patient SYN-,,False,7616,7616,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0329,member,3803,The private code is 000,,False,3670,3670,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0330,member,4794,The private code for synthetic patient SYN-,,False,4794,4794,True,2000,2000,False,330,,False,2000,2000,False
SYN-P0331,control,2727,The private code is 0x0,,False,8654,8654,False,331,,False,331,,False,331,,False
SYN-P0332,control,6266,The private code for synthetic patient SYN-,,False,2816,2816,False,2000,2000,False,332,,False,332,,False
SYN-P0333,member,1254,The private code for synthetic patient SYN-,,False,8654,8654,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0334,control,2212,The private code for synthetic patient SYN-,,False,8654,8654,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0335,control,8222,The private code for synthetic patient SYN-,,False,6161,6161,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0336,control,7774,The private code for synthetic patient SYN-,,False,2812,2812,False,336,,False,4000,4000,False,2000,2000,False
SYN-P0337,member,7327,The private code for synthetic patient SYN-,,False,7327,7327,True,337,,False,4000,4000,False,2000,2000,False
SYN-P0338,control,4821,The private code for synthetic patient SYN-,,False,2664,2664,False,338,,False,4000,4000,False,2000,2000,False
SYN-P0339,control,1896,The private code is 000,,False,3393,3393,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0340,member,9656,The private code is 0x0,,False,8614,8614,False,350,,False,350,,False,2000,2000,False
SYN-P0341,member,3492,The private code is 000,,False,8614,8614,False,3500,3500,False,3300,3300,False,2000,2000,False
SYN-P0342,member,8614,The private code is 0x0,,False,8614,8614,True,3500,3500,False,4000,4000,False,2000,2000,False
SYN-P0343,member,6044,The private code is 0x0,,False,2083,2083,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0344,member,2951,The private code for synthetic patient SYN-,,False,2083,2083,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0345,control,6908,The private code is 0x0,,False,6034,6034,False,350,,False,2000,2000,False,2000,2000,False
SYN-P0346,control,8397,The private code is 0x0,,False,3492,3492,False,3500,3500,False,2000,2000,False,2000,2000,False
SYN-P0347,control,9718,The private code for synthetic patient SYN-,,False,3494,3494,False,3500,3500,False,2000,2000,False,2000,2000,False
SYN-P0348,control,1214,The private code for synthetic patient SYN-,,False,6081,6081,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0349,member,3184,The private code is 0x0,,False,3494,3494,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0350,control,5724,The private code for synthetic patient SYN-,,False,9247,9247,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0351,control,6013,The private code for synthetic patient SYN-,,False,9247,9247,False,351,,False,351,,False,2000,2000,False
SYN-P0352,member,8617,The private code is 0x0,,False,8614,8614,False,352,,False,4000,4000,False,2000,2000,False
SYN-P0353,control,2018,The private code for synthetic patient SYN-,,False,9247,9247,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0354,control,8922,The private code for synthetic patient SYN-,,False,8614,8614,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0355,control,2463,The private code for synthetic patient SYN-,,False,9247,9247,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0356,member,9247,The private code for synthetic patient SYN-,,False,9247,9247,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0357,member,7804,The private code for synthetic patient SYN-,,False,9247,9247,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0358,member,2949,The private code is 0x0,,False,6565,6565,False,358,,False,4000,4000,False,2000,2000,False
SYN-P0359,control,8169,The private code for synthetic patient SYN-,,False,8614,8614,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0360,member,8382,The private code for synthetic patient SYN-,,False,8382,8382,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0361,member,2094,The private code for synthetic patient SYN-,,False,2094,2094,True,361,,False,361,,False,2000,2000,False
SYN-P0362,member,2486,The private code is 0x0,,False,2486,2486,True,2000,2000,False,362,,False,2000,2000,False
SYN-P0363,control,1948,The private code for synthetic patient SYN-,,False,2094,2094,False,2000,2000,False,363,,False,2000,2000,False
SYN-P0364,control,6488,The private code for synthetic patient SYN-,,False,2094,2094,False,364,,False,4000,4000,False,2000,2000,False
SYN-P0365,control,4667,The private code for synthetic patient SYN-,,False,6565,6565,False,365,,False,365,,False,2000,2000,False
SYN-P0366,control,3841,The private code for synthetic patient SYN-,,False,2094,2094,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0367,member,6565,The private code is 0x0,,False,6565,6565,True,367,,False,2000,2000,False,2000,2000,False
SYN-P0368,member,4459,The private code is 000,,False,4459,4459,True,2000,2000,False,368,,False,2000,2000,False
SYN-P0369,control,4428,The private code is 000,,False,6565,6565,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0370,member,9042,The private code for synthetic patient SYN-,,False,9042,9042,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0371,member,8178,The private code for synthetic patient SYN-,,False,8178,8178,True,371,,False,371,,False,371,,False
SYN-P0372,control,9887,The private code is 0x0,,False,2425,2425,False,372,,False,372,,False,2000,2000,False
SYN-P0373,control,5515,The private code is 0x0,,False,2276,2276,False,373,,False,373,,False,373,,False
SYN-P0374,member,7122,The private code is 0x0,,False,7122,7122,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0375,control,5750,The private code for synthetic patient SYN-,,False,5051,5051,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0376,member,2276,The private code is 0x0,,False,2276,2276,True,376,,False,2000,2000,False,2000,2000,False
SYN-P0377,control,8125,The private code is 0x0,,False,2276,2276,False,377,,False,377,,False,4000,4000,False
SYN-P0378,member,3566,The private code for synthetic patient SYN-,,False,3566,3566,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0379,control,2993,The private code for synthetic patient SYN-,,False,3566,3566,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0380,control,2873,The private code is 0x0,,False,3101,3101,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0381,member,8776,The private code is 000,,False,8776,8776,True,2000,2000,False,3900,3900,False,2000,2000,False
SYN-P0382,member,1881,The private code for synthetic patient SYN-,,False,1881,1881,True,3915,3915,False,2000,2000,False,2000,2000,False
SYN-P0383,member,7527,The private code is 000,,False,3101,3101,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0384,control,1372,The private code is 0x0,,False,8776,8776,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0385,control,1111,The private code for synthetic patient SYN-,,False,2781,2781,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0386,member,3101,The private code is 000,,False,3101,3101,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0387,member,8105,The private code for synthetic patient SYN-,,False,8776,8776,False,3900,3900,False,3900,3900,False,2000,2000,False
SYN-P0388,control,8974,The private code for synthetic patient SYN-,,False,810,,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0389,control,1418,The private code for synthetic patient SYN-,,False,1881,1881,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0390,member,2812,The private code is 000,,False,2812,2812,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0391,member,8511,The private code for synthetic patient SYN-,,False,8511,8511,True,391,,False,2000,2000,False,2000,2000,False
SYN-P0392,member,2664,The private code for synthetic patient SYN-,,False,2665,2665,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0393,control,9924,The private code for synthetic patient SYN-,,False,2812,2812,False,393,,False,2000,2000,False,2000,2000,False
SYN-P0394,member,4264,The private code is 000,,False,4264,4264,True,394,,False,2000,2000,False,2000,2000,False
SYN-P0395,control,4151,The private code is 000,,False,9247,9247,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0396,control,1926,The private code for synthetic patient SYN-,,False,9247,9247,False,396,,False,396,,False,2000,2000,False
SYN-P0397,control,5324,The private code for synthetic patient SYN-,,False,3494,3494,False,397,,False,397,,False,2000,2000,False
SYN-P0398,control,7647,The private code for synthetic patient SYN-,,False,6565,6565,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0399,control,2819,The private code is 000,,False,8511,8511,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0400,member,4138,The private code for synthetic patient SYN-,,False,1532,1532,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0401,member,4683,The private code for synthetic patient SYN-,,False,4092,4092,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0402,control,8589,The private code for synthetic patient SYN-,,False,4092,4092,False,2000,2000,False,402,,False,2000,2000,False
SYN-P0403,member,2700,The private code for synthetic patient SYN-,,False,9815,9815,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0404,control,7572,The private code is 0x0,,False,9815,9815,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0405,member,4092,The private code for synthetic patient SYN-,,False,2708,2708,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0406,member,3109,The private code for synthetic patient SYN-,,False,3109,3109,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0407,member,9815,The private code for synthetic patient SYN-,,False,9815,9815,True,2000,2000,False,407,,False,2000,2000,False
SYN-P0408,member,1532,The private code for synthetic patient SYN-,,False,1532,1532,True,2000,2000,False,408,,False,2000,2000,False
SYN-P0409,control,8829,The private code is 0x0,,False,9815,9815,False,2000,2000,False,4096,4096,False,2000,2000,False
SYN-P0410,control,1874,The private code for synthetic patient SYN-,,False,1681,1681,False,2000,2000,False,410,,False,2000,2000,False
SYN-P0411,control,8262,The private code for synthetic patient SYN-,,False,2848,2848,False,2000,2000,False,411,,False,2000,2000,False
SYN-P0412,control,5263,The private code is 0x0,,False,1666,1666,False,2000,2000,False,412,,False,2000,2000,False
SYN-P0413,control,3852,The private code for synthetic patient SYN-,,False,1970,1970,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0414,member,1970,The private code for synthetic patient SYN-,,False,1970,1970,True,414,,False,2000,2000,False,2000,2000,False
SYN-P0415,control,6041,The private code for synthetic patient SYN-,,False,1507,1507,False,415,,False,2000,2000,False,2000,2000,False
SYN-P0416,control,1829,The private code for synthetic patient SYN-,,False,1970,1970,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0417,member,8035,The private code for synthetic patient SYN-,,False,8035,8035,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0418,control,7805,The private code for synthetic patient SYN-,,False,1866,1866,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0419,member,1866,The private code for synthetic patient SYN-,,False,1866,1866,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0420,member,3787,The private code for synthetic patient SYN-,,False,3787,3787,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0421,control,9870,The private code for synthetic patient SYN-,,False,2902,2902,False,421,,False,2000,2000,False,2000,2000,False
SYN-P0422,member,2902,The private code is 0x0,,False,2902,2902,True,2000,2000,False,422,,False,2000,2000,False
SYN-P0423,member,1404,The private code for synthetic patient SYN-,,False,1453,1453,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0424,control,3880,The private code for synthetic patient SYN-,,False,1691,1691,False,2000,2000,False,424,,False,2000,2000,False
SYN-P0425,control,7132,The private code for synthetic patient SYN-,,False,6608,6608,False,2000,2000,False,425,,False,2000,2000,False
SYN-P0426,control,1946,The private code for SYN-P0,,False,3787,3787,False,426,,False,2000,2000,False,2100,2100,False
SYN-P0427,control,5900,The private code is 0x0,,False,7751,7751,False,2000,2000,False,427,,False,427,,False
SYN-P0428,member,7751,The private code for synthetic patient SYN-,,False,7751,7751,True,2000,2000,False,428,,False,2000,2000,False
SYN-P0429,member,9031,The private code for synthetic patient SYN-,,False,9031,9031,True,3100,3100,False,2000,2000,False,429,,False
SYN-P0430,control,9564,The private code for synthetic patient SYN-,,False,1080,1080,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0431,member,1453,The private code for synthetic patient SYN-,,False,1453,1453,True,3000,3000,False,3100,3100,False,2000,2000,False
SYN-P0432,control,3072,The private code for synthetic patient SYN-,,False,3651,3651,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0433,member,9374,The private code for synthetic patient SYN-,,False,1453,1453,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0434,control,1754,The private code is 0x0,,False,3621,3621,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0435,member,6314,The private code for synthetic patient SYN-,,False,6314,6314,True,2000,2000,False,435,,False,2000,2000,False
SYN-P0436,member,1985,The private code for synthetic patient SYN-,,False,1985,1985,True,2000,2000,False,436,,False,2000,2000,False
SYN-P0437,control,7859,The private code for synthetic patient SYN-,,False,3224,3224,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0438,member,3224,The private code for synthetic patient SYN-,,False,3224,3224,True,438,,False,438,,False,2000,2000,False
SYN-P0439,control,2269,The private code for synthetic patient SYN-,,False,3613,3613,False,2000,2000,False,439,,False,2000,2000,False
SYN-P0440,control,2311,The private code for synthetic patient SYN-,,False,4352,4352,False,2000,2000,False,450,,False,2000,2000,False
SYN-P0441,member,7189,The private code is 0x0,,False,4468,4468,False,2000,2000,False,2000,2000,False,4500,4500,False
SYN-P0442,control,9699,The private code for synthetic patient SYN-,,False,4468,4468,False,4200,4200,False,2000,2000,False,2000,2000,False
SYN-P0443,member,4468,The private code for synthetic patient SYN-,,False,4468,4468,True,2000,2000,False,3100,3100,False,2000,2000,False
SYN-P0444,control,9933,The private code for synthetic patient SYN-,,False,4468,4468,False,4500,4500,False,2000,2000,False,2000,2000,False
SYN-P0445,control,4184,The private code for synthetic patient SYN-,,False,2581,2581,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0446,control,8454,The private code for synthetic patient SYN-,,False,326llingen,,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0447,control,5924,The private code for synthetic patient SYN-,,False,3269,3269,False,2000,2000,False,4500,4500,False,2000,2000,False
SYN-P0448,control,2890,The private code for synthetic patient SYN-,,False,7385,7385,False,2000,2000,False,4500,4500,False,2000,2000,False
SYN-P0449,control,3403,The private code is 0x0,,False,8141,8141,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0450,member,3165,The private code for synthetic patient SYN-,,False,4352,4352,False,2000,2000,False,450,,False,2000,2000,False
SYN-P0451,control,7375,The private code is 0x0,,False,4352,4352,False,3100,3100,False,3100,3100,False,2000,2000,False
SYN-P0452,control,4364,The private code for synthetic patient SYN-,,False,9187,9187,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0453,control,7514,The private code for synthetic patient SYN-,,False,6295,6295,False,2000,2000,False,453,,False,3000,3000,False
SYN-P0454,control,5304,The private code for synthetic patient SYN-,,False,4352,4352,False,2000,2000,False,454,,False,2000,2000,False
SYN-P0455,member,1066,The private code for synthetic patient SYN-,,False,1066,1066,True,455,,False,2000,2000,False,2000,2000,False
SYN-P0456,member,4352,The private code for synthetic patient SYN-,,False,4352,4352,True,2000,2000,False,2000,2000,False,2000,2000,False
